chunk_url;chunk_number;chunk_id;chunk_name;chunk_content
https://www.ing.be/en/individuals/daily-banking/student-credit-card;1;10;10.273616898688143350.txt;"# The credit card for young adults - ING Belgium

Get up to €50 in ??¹"
https://www.ing.be/en/individuals/daily-banking/student-credit-card;2;11;11.273616898688143350.txt;"# The credit card for young adults - ING Belgium

## Enjoy all the perks of the ING Visa Classic credit card now at a reduced rate for 18–25 year olds.

Apply now
* Just €10/year
* Pay next month, without interest²
* Perfect for travel
Receive up to €50: apply for your ING credit card by 19/10/25 to earn €30. Make 3 purchases by 19/11 to get an extra €20. The amount will be paid into your ING account by 31/12 at the latest. Grab this offer

## All about the ING Visa Classic for young adults

* ### ?? Low cost
Just €10 per year for 18–25-year-olds
* ### ?? More flexibility
Buy today and pay next month with zero interest (as long as the current account linked to your card is sufficiently funded at the time of the debit)
* ### ?? More freedom
With your credit card, you pay in foreign currencies with lower exchange fees³ and easily book hotels or rental cars

## Apply for this credit card

1. 1

#### Apply for your credit card

via Home'Bank or the ING Banking App
2. 2

#### Receive a confirmation

by e-mail
3. 3

#### Receive your credit card

by post
Apply for this credit card

### Promotion with the ING Do More 18-25 Pack

Are you an ING Do More 18-25 banking pack holder? Then your first annual fee for the Visa Classic credit card is free. Please note: fees may still apply for certain transactions made with your credit card (see FAQs for more details).

### Cashbacks with ING+ deals?

Shop smart and enjoy discounts with ING+ deals at major retailers, both online and in-store."
https://www.ing.be/en/individuals/daily-banking/student-credit-card;3;12;12.273616898688143350.txt;"# The credit card for young adults - ING Belgium

## Frequently Asked Questions

### How secure are my online purchases?

Thanks to Verified by Visa, you can use your credit card with total peace of mind at all participating web shops. Your internet purchases are also insured against non-delivery or faulty delivery up to 500 euros per claim and 1,000 euros per year.

### What types of insurance are included?

Your ING Visa Classic credit card comes with 3 different types of insurance cover at no extra charge.
* **The buyer's guarantee**
* **Internet purchase delivery cover**
* **Travel accident insurance**
Discover here the insurance offer and how to submit a claim file.
For all other information about this insurance, please refer to the general terms and conditions (PDF) .
.

### How do I activate my credit card once I receive it?

Simply follow these simple steps .

### What do I need to do to use my credit card abroad?

Unlike some banks, your ING Visa Classic credit card is automatically activated for international use. No special action is required on your part. You have the freedom to make payments and withdraw cash in any country, completely securely.

### Can I use the card to make cash withdrawals

Of course! You can use any ATM or bank terminal displaying the Visa logo, both in Belgium and abroad.

### How do I pay for my purchases?

Hassle-free repayments: with your ING Visa Classic credit card, your monthly expenditure is repaid automatically. Each period is closed on the 27th of the month. The total amount owing for this period is then automatically debited from the ING Current Account linked to your ING Visa Classic credit card 9 calendar days later.

### How can I keep track of my expenses?

Check how much you’ve spent during the current and previous month via our secure smartphone app or Home’Bank . You’ll get a detailed picture of your spending and how much you can still pay with your ING Visa Classic credit card."
https://www.ing.be/en/individuals/daily-banking/student-credit-card;4;13;13.273616898688143350.txt;"# The credit card for young adults - ING Belgium

## Frequently Asked Questions

### A question related to your credit card spending?

Information relating to transactions carried out using your credit card is available on macarte.be (FR) .
You will find in particular
* how to request a copy of your statement
* how to dispute a purchase
* how to recover a positive balance that has been credited to your card

### Where can I find credit card expenditure statements?

ING credit card monthly statements are available free of charge
* **online, via Zoomit**
* **or in paper format** , sent by post
If you receive your **account statements** electronically, your credit card expenditure statements **are also available** **online, via Zoomit** . Registration in Zoomit is automatic; you don't have to do anything!
Find out in detail how it works. If you receive your **credit card** **expenditure statements in paper format** , you can manage the delivery method in the ING Banking app and Home’Bank, and opt for the electronic version.

### How long is my credit card valid?

The validity of your credit card is 5 years. It is automatically renewed and a new card is sent 2 months before the expiry date."
https://www.ing.be/en/individuals/daily-banking/student-credit-card;5;14;14.273616898688143350.txt;"# The credit card for young adults - ING Belgium

## Frequently Asked Questions

### Card lost or stolen?

Check how to block immediately you card online"
https://www.ing.be/en/individuals/daily-banking/student-credit-card;6;15;15.273616898688143350.txt;"# The credit card for young adults - ING Belgium

## Services and advice

### Credit card broken?

Replace it and apply for a new credit card. Credit card broken?

### Credit card broken?

Replace it and apply for a new credit card. Credit card broken?"
https://www.ing.be/en/individuals/daily-banking;1;16;16.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

Discover the advantages of our current account packs, credit cards and debit cards. And make your online banking transactions a breeze.

## Current accounts and credit cards

### Compare and choose

Check out our bank account comparison Compare and choose

### Compare our credit cards

Choose the one that best suits your needs. Compare our credit cards

### Compare and choose

Check out our bank account comparison Compare and choose

### Compare our credit cards

Choose the one that best suits your needs. Compare our credit cards

## Are you under 26 years old?

Offer

### Free ING Go to 18

Open a free ING Go to 18 account Free ING Go to 18 Offer

### Free ING Do More 18-25

Request your free ING Do More 18-25 package Free ING Do More 18-25 Offer

### Free ING Go to 18

Open a free ING Go to 18 account Free ING Go to 18 Offer

### Free ING Do More 18-25

Request your free ING Do More 18-25 package Free ING Do More 18-25

## Are you over 26 years old?

### Are you over 26?

Ask your ING Do More pack Are you over 26?

### ING Do Basic Pack

A current account pack for your basic needs ING Do Basic Pack

### Are you over 26?

Ask your ING Do More pack Are you over 26?

### ING Do Basic Pack

A current account pack for your basic needs ING Do Basic Pack

## Credit cards

### ING Visa Classic

The credit card for easy payments everywhere ING Visa Classic

### ING Visa Classic for young people

Live your life to the max with our competitive rate.
ING Visa Classic for young people

### ING Mastercard Gold

The perfect card for more freedom and maximum security.
ING Mastercard Gold

### ING Visa Classic

The credit card for easy payments everywhere ING Visa Classic

### ING Mastercard Gold

The perfect card for more freedom and maximum security.
ING Mastercard Gold

### ING Visa Classic for young people

Live your life to the max with our competitive rate.
ING Visa Classic for young people"
https://www.ing.be/en/individuals/daily-banking;2;17;17.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

## Other types of current accounts

### Are you an expat?

Join the bank for expats in Belgium Are you an expat?

### Self-employed or a company?

Compare our business current accounts Self-employed or a company?

### Are you an expat?

Join the bank for expats in Belgium Are you an expat?

### Self-employed or a company?

Compare our business current accounts Self-employed or a company?

## Download the ING Banking app

### ING Banking app, bank safely on the go

Enjoy the numerous possibilities of the app
* Pay with your phone anywhere, anytime
* Tailor your bank services to your needs
* Invest easily at your own pace
* Easy and secure access
Discover the ING Banking app"
https://www.ing.be/en/individuals/daily-banking;3;18;18.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

## Our customers' top app features

### Pay with Wero

Send and receive money between contacts and pay in stores by scanning a QR code with Wero.
Pay with Wero

### Apple Pay

Pay in the blink of an eye with your iPhone or Apple Watch
Apple Pay

### Cash

All you need to know Cash

### Using the app to log in and sign in Home'Bank?

The ING Banking app, a smooth and secure way to log in and sign in Home'Bank.
Using the app to log in and sign in Home'Bank?

### Didn't find what you were looking for?

Ask Ida, ING's digital assistant, via Chat in your ING Banking app, in the ‘Services' menu at the bottom of your screen
Didn't find what you were looking for?

### itsme®

Log into Home’Bank or Business'Bank via your smartphone
itsme®

### Google Pay

How to activate and use Google Pay Google Pay

### Financial health

How to manage your finances and reach your goals Financial health

### Get cashbacks on your purchases

Pay with your ING cards at the selected retailer and get cashbacks up to 11%.
Get cashbacks on your purchases

### Cancel subscriptions you no longer need via your app

Administrative procedures are over! Cancel subscriptions you no longer need via your app

### Pay with Wero

Send and receive money between contacts and pay in stores by scanning a QR code with Wero.
Pay with Wero

### itsme®

Log into Home’Bank or Business'Bank via your smartphone
itsme®

### Apple Pay

Pay in the blink of an eye with your iPhone or Apple Watch
Apple Pay

### Google Pay

How to activate and use Google Pay Google Pay

### Cash

All you need to know Cash

### Financial health

How to manage your finances and reach your goals Financial health

### Using the app to log in and sign in Home'Bank?

The ING Banking app, a smooth and secure way to log in and sign in Home'Bank.
Using the app to log in and sign in Home'Bank?"
https://www.ing.be/en/individuals/daily-banking;4;19;19.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

## Our customers' top app features

### Get cashbacks on your purchases

Pay with your ING cards at the selected retailer and get cashbacks up to 11%.
Get cashbacks on your purchases

### Didn't find what you were looking for?

Ask Ida, ING's digital assistant, via Chat in your ING Banking app, in the ‘Services' menu at the bottom of your screen
Didn't find what you were looking for?"
https://www.ing.be/en/individuals/daily-banking;5;20;20.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

## Our customers' top app features

### Cancel subscriptions you no longer need via your app

Administrative procedures are over! Cancel subscriptions you no longer need via your app"
https://www.ing.be/en/individuals/daily-banking;6;21;21.1901676249394190.txt;"# Daily Banking - ING Belgium - Accounts and cards

## Get more out of your bank account

### Cards and payments

Discover all the extra services that ING can offer you
Cards and payments

### Make ING your main bank

Transfer your income & payments to an ING current account. Free of charge and easy via the Bank Mobility service
Make ING your main bank

### Click to Pay

How to activate and use Click to Pay Click to Pay

### Cards and payments

Discover all the extra services that ING can offer you
Cards and payments

### Click to Pay

How to activate and use Click to Pay Click to Pay

### Make ING your main bank

Transfer your income & payments to an ING current account. Free of charge and easy via the Bank Mobility service
Make ING your main bank"
https://www.ing.be/en/individuals/daily-banking/cash/cashpoints;1;22;22.5749324947145823758.txt;"Log in

# Sorry, we are all a bit lost here

Error 404, this page has either fallen victim to a vigorous content clean-up or maybe you made a typo?
Back to homepage © ING Belgium SA/NV - All rights reserved."
https://www.ing.be/en/individuals/daily-banking/choose-a-child-bank-account;1;23;23.7385350576788705810.txt;"# Child bank accounts: how to choose one - ING Belgium - Choosing a child bank account: we reveal all

Reading time: 3 min 28 July 2024 Are you thinking of opening a current account to teach your child about money? Great idea! What are the possibilities and risks associated with bank accounts for children? At what age can my child have a youth account? When should you give your child a bank card?
We answer your most frequently asked questions to help you choose the children’s account that's right for them.

## When can a child have a current account in their own name?

Belgian law does not specify a minimum legal age for holding a current account. Each bank sets its own age limit. At ING, for example, a young person's current account can be opened in the name of a minor from the age of 0. Except in exceptional cases the bank will require that one or both parents, or the guardian, open the account in the name of a minor. From the age of 10, minors may (with the agreement of their parents/guardian) manage their own account, taking account of certain limits.
Good to know At ING we often use the term “current account” to refer to the “sight deposit account”.

### What to do when a child isn't old enough yet to have their own current account?

A child can have a savings account in his or her name from the time they are born. That way, you can start putting money aside for the future as soon as possible and benefit from compound interest.

## What can a youth account be used for?

For your child, having their own account is a way of moving towards independence. For you as a parent, it's a way for them to learn about finance . The youth current account offers several advantages . For example:
* With their own account, your children can manage their pocket money (and you can pay them very easily using a standing order, if you wish).
* Your friends and family can pay money directly into your child's account on such occasions as their birthday or other celebrations.
* From the age of 16, your child can easily receive their student job wages directly into their current account."
https://www.ing.be/en/individuals/daily-banking/choose-a-child-bank-account;2;24;24.7385350576788705810.txt;"# Child bank accounts: how to choose one - ING Belgium - Choosing a child bank account: we reveal all

## Who manages a child's bank account?

Your child is the sole holder of the current account in their name, even before they turn 18. However, parents retain the right to manage their minor child's account. This gives you an overview of their spending.

## Can a child have a bank card?

As a general rule, a child under 18 can have a debit card , although the conditions vary from bank to bank. There is no official legal minimum age in Belgium for having your own bank card. At ING, for example, a child can have their own debit card from the age of 10, with the agreement of their parents or guardians.

## What are the specific features of a youth account?

Before opening a payment account for your child, you're probably wondering about the possible risks. Having a current account is never without risk. However, youth accounts specifically designed for minors are particularly safe. For example:
* A youth account cannot have an overdraft.
* Parents can set a daily expenditure limit.
In addition, a youth current account can feature specially adapted services. For example, at ING, a child can withdraw as little as 5 euros at a time.
So, a youth account can be a useful tool if you decide to give your child pocket money to teach them how to manage their finances.

## How much does a current account cost for a child?

In Belgium, there are generally no charges for youth accounts. Once your child has reached the age of 18, you will be notified of any changes to the price conditions."
https://www.ing.be/en/individuals/daily-banking/choose-a-child-bank-account;3;25;25.7385350576788705810.txt;"# Child bank accounts: how to choose one - ING Belgium - Choosing a child bank account: we reveal all

## A current account or savings account for your child?

The question should be: do we have to choose? Savings accounts and current accounts do not have the same goals.
* A current account for your child will help them with day-to-day expenses as soon as they become a little more independent.
* A savings account from the moment your child is born helps you prepare for their future, at your own pace.
Have your questions been answered? Discover our free youth account"
https://www.ing.be/en/individuals/daily-banking/ing-banking-app-update;1;26;26.7661806177123368938.txt;"# Update of your ING Banking app - ING Belgium - How to update the ING Banking app?

Reading time: 5 min 21 December 2022 There are a couple of ways to update your ING Banking app. We'll tell you all about it in this article.

## With an automatic update

### This ensures that you are always using the latest and safest version of the app.

1. Go to your device settings.
2. Tap on 'App Store'.
3. Toggle 'App Updates' on.
Good to know: turning this on will automatically update every app on your device, not just ING Banking.

## With a manual update

### This option lets you decide when to update your app.

1. Go to the ""App Store"" on your device.
2. Tap your profile icon at the top right of the screen.
3. Scroll down to see your pending updates.
4. Tap 'Update'.

## Can't update the app?

Just like a computer, your smartphone or tablet has a software system, called the operating system (OS). Your OS needs to be regularly updated to be able to update your app.
More information on operation system updates"
https://www.ing.be/en/individuals/daily-banking/bancontact;1;27;27.7467341706573863912.txt;"# Payconiq by Bancontact for your mobile payments - ING Belgium

## Everything you need to know to make more easily mobile payments via Payconiq by Bancontact

Would you like to pay with your mobile phone in shops or online? Or ask one of your friends to pay you back? Do it in a blink of an eye with Payconiq by Bancontact within your ING Banking App.
* ### Simple & secure mobile payments
Thanks to Payconiq by Bancontact, you can easily make payments with your mobile phone online or in shops. You no longer need to enter your card number to make online payments. Choose for payment by Bancontact and confirm it via your ING Banking App. You no longer need to enter a beneficiary, you can pay your phone contacts directly even if you do not know their account number.
* ### A debt paid is a kept friend
Simply send a payment request by message. Your contact only has to click on the link to reimburse you.
* ### Contactless
You can pay contactless in partner shops, even for amounts over €50. Simply scan the QR code displayed at the checkout and confirm the transaction on your mobile phone.

### How do you activate Bancontact by Payconiq via the ING Banking App ?

1. 1

#### Download the ING Banking app

It 's quick and easy I download the App.
2. 2

#### Go to your app

Choose Services > Settings > Mobile payments
3. 3

#### Link at least one debit card Bancontact with a current account

Linked cards>choose the card(s) to activate for mobile payments.
Linked accounts>choose the account(s) to activate for mobile payments"
https://www.ing.be/en/individuals/daily-banking/bancontact;2;28;28.7467341706573863912.txt;"# Payconiq by Bancontact for your mobile payments - ING Belgium

## How to pay with Payconiq by Bancontact?

### In shops

Pay easily with your smartphone in various places such as shops, restaurants, at the baker's or even at the doctor's. Simply scan the QR code using the ING Banking App, then confirm the transaction with your PIN, fingerprint or facial recognition. For some transactions you even have the option of adding a message, which can be very handy!

### Online on your computer

Enjoy a secure and convenient online shopping experience by paying with your smartphone or tablet thanks to the ING Banking App. This option is available on all websites that support mobile payments with Bancontact or Payconiq. Simply click on the logo, scan the QR code with your phone, confirm your payment and that's it. You'll receive immediately a confirmation on your phone and on your computer screen.

### Online on your phone

If you make purchases with a tablet or a smartphone equipped with the app, simply choose Bancontact or Payconiq when paying in order to be redirected to the ING Banking App. Check the amount and confirm your payment.

### An invoice with a QR code

If you receive a bill with a QR code showing the Bancontact or Payconiq logo, simply scan it with the ING Banking App, confirm the payment and you're all set!

### My friend can't pay me back

In order to use Payconiq with you, your friend must have activated this option in his or her banking app.
Please note that some banks do not offer Payconiq to their customers. If it’s the case, your friend can download the Payconiq by Bancontact application onto his or her smartphone via the Google Play Store or the Apple Store .
It's done within a minute!"
https://www.ing.be/en/individuals/daily-banking/bancontact;3;29;29.7467341706573863912.txt;"# Payconiq by Bancontact for your mobile payments - ING Belgium

## How to pay with Payconiq by Bancontact?

### What are the payment limits for Payconiq by Bancontact ?

* **For card payment transactions**
The card limit applies, but there are additional limits for mobile payments:
START TABLE IN MARKDOWN
| | | |
| - | - | - |
| Maximum limit for: | | |
| Transactions received from or paid to another person | 250 | EUR |
| Transactions paid to a merchant | 250 | EUR |
| Daily limit for transactions received from other persons | 500 | EUR |
| Daily limit for transactions paid to other persons | 250 | EUR |
| Daily limit for transactions paid to merchants | 2500 | EUR |
END TABLE IN MARKDOWN
* **For transactions done via your account**
The payment limits are the same as for ""classic"" transfers via the ING Banking App. For more information consult our summary table.
Consult our recap table

### Can I increase my mobile payment limit?

The mobile payment limit cannot be changed.

### Do you have to pay to use Payconiq by Bancontact ?

No, it is part of the services linked to your account and your ING debit card.

### Who can make mobile payments with Payconiq by Bancontact ?

Anyone who has an ING debit card and/or an ING account with access to the ING Banking App.

### How can I change the account linked to my mobile payments?

From the 'Overview' tab, press 'Services' at the bottom right of your screen. Then select the 'Settings' option. Then choose 'Mobile payments' and tap 'Linked accounts' to select another account."
https://www.ing.be/en/individuals/daily-banking/bancontact;4;30;30.7467341706573863912.txt;"# Payconiq by Bancontact for your mobile payments - ING Belgium

## How to pay with Payconiq by Bancontact?

### My friend made a payment via Payconiq by Bancontact and I still haven't received it

Payments made via Payconiq by Bancontact are not executed instantly. If you have not received the payment after 48 working hours, contact the sender and ask for proof of payment. If the sender sends you proof of payment, but the funds have still not appeared in your account, ask the sender to check with their bank."
https://www.ing.be/en/individuals/daily-banking/do-basic-boost-magiccarpet;1;31;31.2693958578859062812.txt;"# Compare bank accounts and find your current account! - ING Belgium - ING Belgium - Compare bank account packs

## Find the current account pack that suits you. Open, edit or close it online in just a few clicks in the ING Banking app.

* Offer: Free for 1 year\*

### Do Basic

The basic pack
+ Current account: ING Lion Account
+ 1 debit card
+ 36 cash withdrawals per debit card/year
+ 1 account holder included
+ Free for 18-25 years old
+ Price: €1,90/month\*
+ Offer: Free\* (valid until 10/10/2025 inclusive)Choose Do Basic More info Do basic
* ### Do More
The complete pack
+ Current account: ING Green Account
+ 2 debit cards
+ Unlimited cash withdrawals in euro
+ Unlimited account and mandate holders
+ Free for 18-25 years old
+ Price: €5/month
+ Reduction: €1,90/month if you deposit a minimum of €700/monthChoose Do More More info Do More
Temporary offer: ING Do Basic Free for 1 year Choose Do Basic

## Are you under 26 years old?

Offer

### Children between 8 and 17 years old?

Open a free ING Go to 18 account Children between 8 and 17 years old? Offer

### Free ING Do More 18-25

Request your free ING Do More 18-25 package Free ING Do More 18-25 Offer

### Children between 8 and 17 years old?

Open a free ING Go to 18 account Children between 8 and 17 years old? Offer

### Free ING Do More 18-25

Request your free ING Do More 18-25 package Free ING Do More 18-25"
